00001_CARD_NAME;Power Up;力量提升;
00363_CARD_NAME;Seeds of Potential;潜力种子;
00363_CARD_TEXT;When this is destroyed, choose a card to draw from your draw pile.;当此牌被摧毁时，从你的抽牌堆中选择一张牌来抽。;
00364_CARD_NAME;Sticky Nectar;粘稠花蜜;
00364_CARD_TEXT;When this is destroyed, choose a card to draw from your discard pile.;当此牌被摧毁时，从你的弃牌堆中选择一张牌来抽。;
00365_CARD_NAME;Charged Petals;充能花瓣;
00365_CARD_TEXT;When this is destroyed, the heroes gain {faeria|3}.;当此牌被摧毁时，英雄们获得 {faeria|3}。;
00367_CARD_NAME;Magda's Tiara;玛格妲的头饰;
00367_CARD_TEXT;Radiant Hearts heal 5 more life.;灿烂之心可多治疗 5 点生命值。;
00368_CARD_NAME;Ruby of Valor;勇气红宝石;
00368_CARD_SUFFIX_TEXT;This card's attacks deal bonus damage equal to your {courage}.;这张牌的攻击造成的额外伤害等于你的 {courage}。;
00368_CARD_TEXT;This card's attacks deal bonus damage equal to your {courage} + 3.;这张牌的攻击造成的额外伤害等于你的 {courage}+3。;
00369_CARD_NAME;Wheel of Chaos;混乱之轮;
00369_CARD_TEXT;The leading hero attacks for {dynamic_number|power|1}.;领军的英雄攻击 {dynamic_number|power|1} 点。;
00370_CARD_NAME;Oath to the Emperor;对皇帝的誓言;
00370_CARD_TEXT;Can't be played.\nWhen you draw this, enemies gain 2 {power}.;无法打出。\n当你抽到此牌时，敌人获得 2 点{power}。;
00371_CARD_NAME;Valkyrie;女武神;
00371_CARD_TEXT;Attack the leading enemy for {dynamic_number|power|5}, gain {faeria|1} and draw a card.\nRepeat for each {courage} you have. Lose all your courage. ({dynamic_number|courageCounter|0});攻击领军的敌人 {dynamic_number|power|5} 点，获得 {faeria|1} 并抽一张牌。\n每拥有一张{courage}就重复一次。失去所有的勇气。 ({dynamic_number|courageCounter|0});
00372_CARD_NAME;Kobold Tactics;狗头人战术;
00372_CARD_RAGE_TEXT;Attack for {dynamic_number|power|20}.\nIf this kills an enemy, attack the leading enemy for {dynamic_number|power|15}.;攻击 {dynamic_number|power|20} 点。\n如果此牌击杀一个敌人，攻击领军敌人 {dynamic_number|power|15} 点。;
00372_CARD_TEXT;Attack for {dynamic_number|power|10}.\nIf this kills an enemy, attack the leading enemy for {dynamic_number|power|8}.;攻击 {dynamic_number|power|10} 点。\n如果此牌击杀一个敌人，攻击领军敌人 {dynamic_number|power|8} 点。;
00373_CARD_NAME;Sentinel Strike;哨兵出击;
00373_CARD_TEXT;Attack for {dynamic_number|power|10}.\nIf this kills an enemy, gain {block|8}.;攻击 {dynamic_number|power|10} 点。\n如果此牌击杀一个敌人，获得 {block|8}。;
00374_CARD_NAME;Sapphire of Valor;勇气蓝宝石;
00374_CARD_SUFFIX_TEXT;Gain 1 {courage}.;获得 1 点{courage}。;
00374_CARD_TEXT;Gain 1 {courage}.;获得 1 点{courage}。;
00375_CARD_NAME;War Banner;战争旗帜;
00375_CARD_TEXT;Whenever you end a turn with 8 or less {blocknumberless}, the leading hero gains 1 {courage}.;每当你以 8 个或更少的{blocknumberless}结束一个回合时，领军的英雄获得 1 点{courage}。;
00376_CARD_NAME;Didjeridoo;迪杰里杜管;
00376_CARD_TEXT;Draw one extra card at the start of your turn.;在你的回合开始时多抽一张牌。;
00377_CARD_NAME;Oradrim Censer;奥拉德里姆香炉;
00377_CARD_TEXT;Whenever you {exhaust} a card, gain {block|1}.;每当你{exhaust}一张牌，获得 {block|1}。;
00378_CARD_NAME;Reflecting Stone;反射石;
00378_CARD_TEXT;Whenever a hero attacks this trap, deal half that damage back to the leading hero.;每当一个英雄攻击这个陷阱时，对领军的英雄造成一半的伤害。;
00379_CARD_NAME;Energy Flux;能量通量;
00379_CARD_TEXT;For each {dynamic_number|maxLife|0} damage dealt to Debilitator, the heroes draw a card and gain {faeria|1}.\nNext trigger after {dynamic_number|life|0} damage.;对衰减机器每造成一次 {dynamic_number|maxLife|0} 伤害，英雄就会抽一张牌，并获得{faeria|1}。\n下次触发在 {dynamic_number|life|0} 伤害后。;
00380_CARD_NAME;Empower;赋能;
00380_CARD_TEXT;Choose an enemy, your other hero attacks them for {dynamic_number|otherHeroPower|12} and gains 2 {power} for the rest of the turn.;选择一个敌人，你的另一个英雄攻击他们 {dynamic_number|otherHeroPower|12} 点，并在回合的剩余时间里获得 2 点{power}。;
00381_CARD_NAME;Trap Timer;陷阱计时器;
00381_CARD_TEXT;Defeat the trap before the passage collapses! \nThe passage collapsing inflicts {dynamic_number|woundAmount|0} {refer|9987}<b>s</b> on the heroes, but opens the other path.\nTurns remaining: {dynamic_number|life|0}.;在通道坍塌之前击败陷阱！\n通道坍塌给英雄们造成 {dynamic_number|woundAmount|0} 点{refer|9987}<b></b> ，但打开了另一条路。\n剩余回合数：{dynamic_number|life|0}。;
00382_CARD_NAME;Survival Timer;生存计时器;
00382_CARD_TEXT;Survive this trap to get past it.\nTurns remaining: {dynamic_number|life|0}.;在这个陷阱中生存下来就可以通过。\n剩余回合数：{dynamic_number|life|0}。;
00383_CARD_NAME;Aurora's Promise;奥罗拉的承诺;
00383_CARD_TEXT;All of the other hero's cards cost {faeria|1} less this turn. {dynamic_number|life|0} stacks.;本回合中其他英雄所有牌的消耗都减少 {faeria|1}。{dynamic_number|life|0} 次堆叠。;
00384_CARD_NAME;Flurry;乱箭;
00384_CARD_TEXT;Whenever you draw a card this turn, deal {dynamic_number|life|0} damage to the leading enemy.;本回合每当你抽一张牌，就会对领先的敌人造成 {dynamic_number|life|0} 点伤害。;
00385_CARD_NAME;Rising Tempo;上升节奏;
00385_CARD_TEXT;Until the end of your turn, whenever you play a card, draw {dynamic_number|life|0} card(s).\nYour discard pile does not get reshuffled this turn.;直到你的回合结束，每当你打出一张牌，就抽 {dynamic_number|life|0} 张牌。\n你的弃牌堆在本回合不会被重新洗牌。;
00386_CARD_NAME;Cycle Stopper;循环停止者;
00386_CARD_TEXT;Whenever the heroes shuffle their deck, the leading hero takes {dynamic_number|damage|0} damage.\nNext trigger in: {dynamic_number|life|1} draws.;每当英雄洗牌时，领军的英雄会受到 {dynamic_number|damage|0} 点伤害。\n下一次触发在： {dynamic_number|life|1} 次抽牌后。;
00387_CARD_NAME;Resonance;共振;
00387_CARD_TEXT;Whenever this deals damage, it loses that much life.;每当此牌造成伤害时，它会失去同样多的生命值。;
00388_CARD_NAME;Wicked Thorns;邪恶的荆棘;
00388_CARD_TEXT;When this is destroyed, inflict the leading hero with {dynamic_number|life|0} {bleednumberless}.;当此牌被破坏时，对领军的英雄造成 {dynamic_number|life|0} 点{bleednumberless}影响。;
00389_CARD_NAME;Trap Timer;陷阱计时器;
00389_CARD_TEXT;Defeat the trap before it explodes, dealing {dynamic_number|explosion|0} damage to both heroes.\nTurns remaining: {dynamic_number|life|0}.;在陷阱爆炸前击败它，对两个英雄造成 {dynamic_number|explosion|0} 点伤害。\n剩余回合数： {dynamic_number|life|0}。;
00390_CARD_NAME;Magda's Scissors;玛格妲的剪刀;
00390_CARD_TEXT;Whenever you would deal less than 8 damage to an enemy, deal 8 damage instead.;每当你对敌人造成的伤害低于 8 点时，改为造成 8 点伤害。;
00391_CARD_NAME;Triton Candy;崔顿糖果;
00391_CARD_TEXT;This hero has +8 max life.;该英雄的最大生命值 +8。;
00392_CARD_NAME;Coffee Bean;咖啡豆;
00392_CARD_TEXT;Whenever this hero gains life or revives, draw 2 cards.;每当此英雄获得生命值或复活时，抽 2 张牌。;
00393_CARD_NAME;Panpipe;排箫;
00393_CARD_TEXT;At the start of each battle, draw 1 card to your hand for every 10 cards in your deck.;每次战斗开始时，你的牌库中每有 10 张牌，就从你的手牌中抽 1 张牌。;
00394_CARD_NAME;Khalim's Bracer;克里姆的护腕;
00394_CARD_TEXT;Whenever you kill an enemy, add a {refer|252} to your hand.;每当你击杀一个敌人，将一张{refer|252}加入你的手牌。;
00395_CARD_NAME;Twin Chaos, Pain;混沌双子，痛苦;
00395_CARD_TEXT;Fights alongside its brother: Wrath. They must be damaged to lower their power and allow swapping.;与它的兄弟“愤怒”并肩作战。必须对它们造成伤害才能降低它们的力量并允许交换。;
00396_CARD_NAME;Twin Chaos, Wrath;混沌双子，愤怒;
00397_CARD_NAME;Liege of Wrath;愤怒的霸主;
00397_CARD_TEXT;Damaging the {referName|396} reduces its {power} by 3 until the end of the turn.;伤害{referName|396}，使其{power}减少 3 点，直到回合结束。;
00398_CARD_NAME;Sovereign of Suffering;苦难君主;
00398_CARD_TEXT;The heroes cannot swap. Dealing damage to {referName|395} disables this effect until the end of the turn.;英雄无法交换。对{referName|395}造成的伤害会使此效果失效，直到回合结束。;
00399_CARD_NAME;Bond of Wrath;愤怒的羁绊;
00399_CARD_TEXT;If {referName|395} dies, {referName|396} gains {dynamic_number|life|0} {power}.;如果{referName|395}死去，{referName|396}获得 {dynamic_number|life|0} 点{power}。;
00400_CARD_NAME;Bond of Pain;痛苦的羁绊;
00400_CARD_TEXT;If {referName|396} is dead, at the start of each enemy turn, shuffle {dynamic_number|life|0} {refer|9987} into the players deck.;如果{referName|396}死去，在敌方每回合开始时，将 {dynamic_number|life|0} 张{refer|9987}洗入玩家的牌组。;
00401_CARD_NAME;Stand Alone Wrath;单独的愤怒;
00401_CARD_TEXT;This Avatar is in their strengthened state.;此化身处于强化状态。;
00402_CARD_NAME;Zephir Vulpine;微风之狐;
00403_CARD_NAME;Frog Tosser;青蛙投掷者;
00404_CARD_NAME;Unstable Forgeling;不稳定锻造兽;
00405_CARD_NAME;Wind Spirit;风之灵;
00405_CARD_TEXT;Takes half damage every second hit.;每隔一击受到的伤害减半。;
00406_CARD_NAME;Frogs;青蛙;
00406_CARD_TEXT;At the end of each turn the leading hero takes {dynamic_number|life|0} damage.\nAt the end of each turn, this loses 1 stack.;每回合结束时，领军的英雄受到 {dynamic_number|life|0} 点伤害。\n每回合结束时，此牌失去 1 层堆叠。;
00407_CARD_NAME;Unstable;不稳定;
00407_CARD_TEXT;When this creature dies, deal {dynamic_number|life|0} damage to the leading hero.;当此生物死亡时，对领军的英雄造成 {dynamic_number|life|0} 点伤害。;
00408_CARD_NAME;Stand Alone Pain;单独的痛苦;
00408_CARD_TEXT;This Avatar is in their strengthened state.;此化身处于强化状态。;
00409_CARD_NAME;Blitz Sphere;闪电球;
00409_CARD_PREFIX_TEXT;{heroic};{heroic};
00409_CARD_SUFFIX_TEXT;Deal double damage.;造成双倍伤害。;
00409_CARD_TEXT;{flash}\n{heroic}\nDeal double damage.;{flash}\n{heroic}\n造成双倍伤害。;
00410_CARD_NAME;Gift of Ruunin;茹妮的礼物;
00410_CARD_SUFFIX_TEXT;{retreat}\nHeal 10 life.;{retreat}\n治疗 10 点生命值。;
00410_CARD_TEXT;{flash}\n{retreat}\nHeal 10 life.;{flash}\n{retreat}\n治疗 10 点生命值。;
00411_CARD_NAME;Polar Force;极性之力;
00411_CARD_SUFFIX_TEXT;{swap}\nDraw a card.;{swap}\n抽一张牌。;
00411_CARD_TEXT;{flash}\n{swap}\nDraw a card.;{flash}\n{swap}\n抽一张牌。;
00412_CARD_NAME;Everlife Amber;永生琥珀;
00412_CARD_TEXT;{flash}\nThis {ally} gains 5 {spirit}.;{flash}\n此{ally}获得 5 点{spirit}。;
00413_CARD_NAME;Shining Diamond;璀璨钻石;
00413_CARD_SUFFIX_TEXT;Gain {block|30}.;获得{block|30}。;
00413_CARD_TEXT;{flash}\nGain {block|30}.;{flash}\n获得{block|30}。;
00414_CARD_NAME;Thunder Sphere;霹雳球;
00414_CARD_SUFFIX_TEXT;Deal triple damage.;造成三倍伤害。;
00414_CARD_TEXT;{flash}\nDeal triple damage.;{flash}\n造成三倍伤害。;
00415_CARD_NAME;Unstable Capacitor;不稳电容;
00415_CARD_SUFFIX_TEXT;After playing this, shuffle your hand into your deck and draw that many cards + 1.;在打出此牌后，将你的手牌洗入牌组并抽取 + 1 张手牌。;
00415_CARD_TEXT;{flash}\nAfter playing this, shuffle your hand into your deck and draw that many cards + 1.;{flash}\n在打出此牌后，将你的手牌洗入牌组并抽取 + 1 张手牌。;
00416_CARD_NAME;Scholar Source;学者之源;
00416_CARD_SUFFIX_TEXT;Draw 3 cards.;抽 3 张牌。;
00416_CARD_TEXT;{flash}\nDraw 3 cards.;{flash}\n抽 3 张牌。;
00417_CARD_NAME;Tear of Ouroboros;衔尾蛇之泪;
00417_CARD_SUFFIX_TEXT;This costs {faeria|0}.;此牌消耗 {faeria|0}。;
00417_CARD_TEXT;{flash}\nThis costs {faeria|0}.;{flash}\n此牌消耗 {faeria|0}。;
00418_CARD_NAME;Chrysalis;茧;
00418_CARD_TEXT;Start with the {refer|419} {ally} in play.;{refer|419}{ally}在场时开始战斗。;
00419_CARD_NAME;Chrysalis;茧;
00419_CARD_TEXT;{ally}\nConsumes one card in your hand at the start of each battle. Sounds like something is moving inside?;{ally}\n每次战斗开始时消耗你一张手牌。听起来里面有什么东西在动？;
00420_CARD_NAME;Dragonling;龙蚙;
00420_CARD_TEXT;{ally}\n{aggressive}\nAt the start of each turn, draw a card.;{ally}\n{aggressive}\n每回合开始时抽一张牌。;
00421_CARD_NAME;Whelp Skull;幼兽头骨;
00421_CARD_TEXT;Each turn, the first time you <b>dissolve</b> a card, reduce the cost of a random card in your hand by {faeria|1} this turn.;每回合当你第一次<b>解除</b>卡牌时，此回合中一张随机手牌的消耗减少 {faeria|1}。;
00422_CARD_NAME;Flash Wind;极速疾风;
00422_CARD_TEXT;{swap} your heroes and draw a card.\nIf it is an attack card, repeat this effect.;{swap}你的英雄并抽一张牌。\n如果是一张攻击牌，则重复此效果。;
00423_CARD_NAME;Khalim's Boots;克里姆的靴子;
00423_CARD_TEXT;Double your speed on the world map.\nEvery 5 times you swap, reduce the cost of a random card in your hand by {faeria|1} this turn.;你在游戏世界地图上的速度加倍。\n每交换 5 次，此回合中一张随机手牌消耗减少 {faeria|1}。;
00424_CARD_NAME;Defend;防御;
00424_CARD_TEXT;Gain {block|6}.;获得{block|6}。;
00425_CARD_NAME;Defend;防御;
00425_CARD_TEXT;Gain {block|6}.;获得{block|6}。;
00426_CARD_NAME;Defend;防御;
00426_CARD_TEXT;Gain {block|6}.;获得{block|6}。;
00427_CARD_NAME;Defend;防御;
00427_CARD_TEXT;Gain {block|6}.;获得{block|6}。;
00428_CARD_NAME;Defend;防御;
00428_CARD_TEXT;Gain {block|6}.;获得{block|6}。;
00429_CARD_NAME;Dragonling;龙蚙;
00429_CARD_TEXT;Start with the {refer|420} {ally} in play.;{refer|420}{ally}在场时开始战斗。;
00430_CARD_NAME;Bravado;虚张声势;
00430_CARD_TEXT;Sharra gains 1 {power} for each stack of {courage} she has.;莎拉每拥有一叠{courage}，就会获得 1 点{power}。;
00431_CARD_NAME;Berserking;暴走;
00431_CARD_TEXT;At the end of each turn, gain {block|3} for each stack of {courage} Sharra has.;在每回合结束时，莎拉每拥有一叠{courage}，就获得 {block|3}。;
00432_CARD_NAME;Threefold Rhythm;三重节奏;
00432_CARD_TEXT;The third card Sharra plays each turn gains 3 {power}.;莎拉每回合打出的第三张牌获得 3 点{power}。;
00433_CARD_NAME;Breeder;繁育者;
00433_CARD_TEXT;The first time you summon {refer|3016} each turn, summon 3 more.;每回合第一次召唤{refer|3016}时，再召唤 3 个。;
00434_CARD_NAME;Time Strike;时间打击;
00434_CARD_TEXT;Attack the leading enemy for however much damage Sharra has already dealt this turn.;攻击领军的敌人，其数值为莎拉在本回合已经造成的伤害值。;
00435_CARD_NAME;Molten Spice;熔融香料;
00435_CARD_TEXT;Draw 2 cards.\nGain 4 {power}.\nGain {block|8}.;抽 2 张牌。\n获得 4 点{power}。\n获得 {block|8}。;
00436_CARD_NAME;Evil Grin;奸笑;
00436_CARD_RAGE_TEXT;{heroic}\nDraw two cards. Until your next turn, whenever Seifer gains {rage}, he gains four times the normal amount.;{heroic}\n抽两张牌。直到你的下一回合，每当塞弗获得{rage}，所获数量是平常的四倍。;
00436_CARD_TEXT;{heroic}\nDraw a card. Until your next turn, whenever Seifer gains {rage}, he gains twice the normal amount.;{heroic}\n抽一张牌。直到你的下一回合，每当塞弗获得{rage}，所获数量是平常的两倍。;
00437_CARD_NAME;Tea Party;茶会;
00437_CARD_TEXT;{combo}, {ranged}\nAdd 2 {refer|218} to your hand. This turn, each <b>Sip</b> you play affects both heroes.\n{exhaust};{combo}，{ranged}\n在你的手牌中加入 2 张{refer|218}。本回合，你的每张<b>啜饮</b>都会影响两个英雄。\n{exhaust};
00438_CARD_NAME;Evil Grin;奸笑;
00438_CARD_TEXT;Until your next turn, whenever Seifer gains {rage}, he gains twice the normal amount.;直到你的下一回合，每当塞弗获得{rage}，所获数量是平常的两倍。;
00439_CARD_NAME;Evil Grin;奸笑;
00439_CARD_TEXT;Until your next turn, whenever Seifer gains {rage}, he gains four times the normal amount.;直到你的下一回合，每当塞弗获得{rage}，所获数量是平常的四倍。;
00440_CARD_NAME;Tea Party;茶会;
00440_CARD_TEXT;This turn, each {refer|218} you play affects both heroes.;本回合，你的每张{refer|218}都会影响两个英雄。;
